id,lat,lng,brightness,frp,confidence,timestamp,satellite,classification
firms-2026-09-09-1940-42205,55.12281,105.5119,315.2,1.8,50,2026-09-09T19:40:00Z,N20,Routine Flare
firms-2026-09-09-1955-42206,6.72082,81.14211,298.08,0.41,50,2026-09-09T19:55:00Z,N20,Routine Flare
firms-2026-09-09-1940-42207,57.42942,78.691,346.12,6.75,50,2026-09-09T19:40:00Z,N20,Routine Flare
firms-2026-09-09-1955-42208,6.6048,81.16798,300.12,0.43,50,2026-09-09T19:55:00Z,N20,Routine Flare
firms-2026-09-09-1940-42209,57.37273,80.17714,301.88,1.21,50,2026-09-09T19:40:00Z,N20,Routine Flare
firms-2026-09-09-1955-42210,6.64141,80.86723,331.33,5.02,50,2026-09-09T19:55:00Z,N20,Routine Flare
firms-2026-09-09-1940-42211,57.36644,80.1773,296.01,1.21,50,2026-09-09T19:40:00Z,N20,Routine Flare
firms-2026-09-09-1955-42212,6.64141,80.86963,329.45,3.42,50,2026-09-09T19:55:00Z,N20,Routine Flare
firms-2026-09-09-1940-42213,57.36655,80.18649,303,2.37,50,2026-09-09T19:40:00Z,N20,Routine Flare
firms-2026-09-09-1955-42214,6.33054,81.00788,307.47,1.09,50,2026-09-09T19:55:00Z,N20,Routine Flare
firms-2026-09-09-1940-42215,57.36026,80.18662,313.58,2.06,50,2026-09-09T19:40:00Z,N20,Routine Flare
firms-2026-09-09-1940-42216,57.3608,80.23226,300.07,1.83,50,2026-09-09T19:40:00Z,N20,Routine Flare
firms-2026-09-09-1940-42217,57.36091,80.24133,296.82,1.39,50,2026-09-09T19:40:00Z,N20,Routine Flare
firms-2026-09-09-1940-42218,57.35464,80.24156,300.62,1.39,50,2026-09-09T19:40:00Z,N20,Routine Flare
firms-2026-09-09-1940-42219,57.34825,80.23257,296.02,1.22,50,2026-09-09T19:40:00Z,N20,Routine Flare
firms-2026-09-09-1940-42220,57.34835,80.24165,313.76,2.64,50,2026-09-09T19:40:00Z,N20,Routine Flare
firms-2026-09-09-1940-42221,57.27032,79.38153,305.31,0.71,50,2026-09-09T19:40:00Z,N20,Routine Flare
firms-2026-09-09-1940-42222,56.54568,85.38966,321.7,1.24,50,2026-09-09T19:40:00Z,N20,Routine Flare
firms-2026-09-09-1940-42223,56.2355,90.41123,298.71,1.26,50,2026-09-09T19:40:00Z,N20,Routine Flare
firms-2026-09-09-1940-42224,56.23127,90.41027,321,2.69,50,2026-09-09T19:40:00Z,N20,Routine Flare
firms-2026-09-09-1940-42225,56.22705,90.40928,309.53,2.69,50,2026-09-09T19:40:00Z,N20,Routine Flare
firms-2026-09-09-1940-42226,55.97602,92.91585,296.32,1.3,50,2026-09-09T19:40:00Z,N20,Routine Flare
firms-2026-09-09-1940-42227,56.1258,86.14013,296.25,1.13,50,2026-09-09T19:40:00Z,N20,Routine Flare
firms-2026-09-09-1942-42228,54.0037,103.56489,302.43,0.68,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42229,55.61315,89.23564,298.41,0.5,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42230,55.21819,89.94102,301.88,1.28,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42231,55.21288,89.95431,305.02,1.3,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42232,55.36915,86.03555,296.99,1.09,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42233,55.36876,86.04557,297.64,1.62,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42234,55.35604,85.98365,318.26,4.18,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42235,55.36942,86.03848,299.58,1.13,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42236,55.36898,86.04848,298.54,1.13,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42237,55.35653,85.98671,325.73,5.17,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42238,55.30613,85.58952,316.62,1.97,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42239,52.60933,103.89758,309.12,1.76,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42240,54.65959,83.30229,295.95,0.67,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42241,54.41856,86.78015,297.64,0.64,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42242,54.30393,86.12683,304.19,1.34,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42243,54.30355,86.1358,311.86,2.22,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42244,54.30313,86.14573,299.57,2.22,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42245,54.29899,86.12611,303.62,1.99,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42246,54.28833,86.14344,299.58,3.57,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42247,54.28795,86.15247,311.4,5.93,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42248,54.30243,86.13798,321.2,3.21,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42249,54.30286,86.12882,315.42,3.21,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42250,54.29966,86.19677,299.51,3.69,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42251,54.29792,86.12814,298.51,3.21,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42252,54.28717,86.14564,313.99,5.46,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42253,54.2822,86.14577,303.39,3.87,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42254,54.26613,86.17134,308.82,13.14,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42255,54.26569,86.18109,308.88,2.87,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42256,54.16646,87.11858,296.94,0.99,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42257,53.74675,91.10635,306.45,1.94,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42258,53.73307,91.03091,297.19,0.73,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42259,53.71151,91.0905,300.79,1.73,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42260,53.71011,91.10622,301.73,1.89,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42261,53.70613,91.10525,303.03,1.89,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42262,53.70215,91.10426,301.96,2.85,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42263,53.997,86.67649,300.04,1.29,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42264,53.69117,91.13658,302.86,2.19,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42265,53.68321,91.13453,298.44,0.89,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42266,53.95491,86.64371,298.35,1.01,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42267,53.9227,87.28697,303.17,1.16,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42268,53.92153,87.28082,297.05,0.66,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42269,53.89293,87.28467,307.43,2.64,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42270,53.88964,87.25887,307.57,1.7,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42271,53.8887,87.27558,298.05,1.93,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42272,53.88541,87.24975,306.88,1.7,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42273,53.88494,87.25816,301.11,1.7,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1942-42274,53.77893,87.08985,308.92,0.73,50,2026-09-09T19:42:00Z,N20,Routine Flare
firms-2026-09-09-1947-42275,27.74391,102.20248,308.34,3.78,50,2026-09-09T19:47:00Z,N20,Routine Flare
firms-2026-09-09-1947-42276,27.74176,102.21107,314.25,2.23,50,2026-09-09T19:47:00Z,N20,Routine Flare
firms-2026-09-09-1947-42277,27.7292,102.21188,355.55,9.92,50,2026-09-09T19:47:00Z,N20,Routine Flare
firms-2026-09-09-1947-42278,27.7304,102.20708,309.75,9.92,50,2026-09-09T19:47:00Z,N20,Routine Flare
firms-2026-09-09-1947-42279,27.72359,102.20959,321.32,1.98,50,2026-09-09T19:47:00Z,N20,Routine Flare
firms-2026-09-09-1947-42280,27.72479,102.20483,299.21,1.98,50,2026-09-09T19:47:00Z,N20,Routine Flare
firms-2026-09-09-1947-42281,27.14873,102.66193,295.25,1.62,50,2026-09-09T19:47:00Z,N20,Routine Flare
firms-2026-09-09-1947-42282,26.61908,102.83291,296.99,0.89,50,2026-09-09T19:47:00Z,N20,Routine Flare
firms-2026-09-09-1947-42283,26.47994,103.32476,295.33,0.99,50,2026-09-09T19:47:00Z,N20,Routine Flare
firms-2026-09-09-1947-42284,25.6981,103.86538,300.86,2.44,50,2026-09-09T19:47:00Z,N20,Routine Flare
firms-2026-09-09-1923-42285,61.35424,-122.66822,325.12,6.63,50,2026-09-09T19:23:00Z,N20,Routine Flare
firms-2026-09-09-1947-42286,25.70127,103.8644,296.65,1.96,50,2026-09-09T19:47:00Z,N20,Routine Flare
firms-2026-09-09-1947-42287,29.47817,76.84901,307.31,2.2,50,2026-09-09T19:47:00Z,N20,Routine Flare
firms-2026-09-09-1923-42288,61.35933,-122.689,336.27,15.23,50,2026-09-09T19:23:00Z,N20,Industrial Fire
firms-2026-09-09-1947-42289,25.49092,102.51385,297.54,0.89,50,2026-09-09T19:47:00Z,N20,Routine Flare
firms-2026-09-09-1923-42290,61.37108,-122.90813,325.01,5.72,50,2026-09-09T19:23:00Z,N20,Routine Flare
firms-2026-09-09-1949-42291,25.53918,100.57816,297.79,0.72,50,2026-09-09T19:49:00Z,N20,Routine Flare
firms-2026-09-09-1923-42292,61.3784,-122.90408,341.39,13.51,50,2026-09-09T19:23:00Z,N20,Routine Flare
firms-2026-09-09-1949-42293,25.38144,99.30714,300.99,0.98,50,2026-09-09T19:49:00Z,N20,Routine Flare
firms-2026-09-09-1923-42294,61.37513,-122.91405,340.9,13.51,50,2026-09-09T19:23:00Z,N20,Routine Flare
firms-2026-09-09-1949-42295,25.38068,99.31042,297.66,0.92,50,2026-09-09T19:49:00Z,N20,Routine Flare
firms-2026-09-09-1923-42296,61.37186,-122.92402,326.65,6.4,50,2026-09-09T19:23:00Z,N20,Routine Flare
firms-2026-09-09-1949-42297,25.38073,99.30723,297.27,0.87,50,2026-09-09T19:49:00Z,N20,Routine Flare
firms-2026-09-09-1949-42298,25.37999,99.31051,300.57,0.87,50,2026-09-09T19:49:00Z,N20,Routine Flare
firms-2026-09-09-1923-42299,61.36861,-122.93398,334.76,6.4,50,2026-09-09T19:23:00Z,N20,Routine Flare
firms-2026-09-09-1949-42300,28.37615,77.22385,305.49,0.96,50,2026-09-09T19:49:00Z,N20,Routine Flare
firms-2026-09-09-1923-42301,61.36537,-122.94387,332.56,7.55,50,2026-09-09T19:23:00Z,N20,Routine Flare
firms-2026-09-09-1949-42302,25.07337,99.28434,302.24,0.65,50,2026-09-09T19:49:00Z,N20,Routine Flare
firms-2026-09-09-1923-42303,61.3759,-122.93001,330.47,6.4,50,2026-09-09T19:23:00Z,N20,Routine Flare
firms-2026-09-09-1949-42304,24.91837,99.0972,300.48,1.38,50,2026-09-09T19:49:00Z,N20,Routine Flare
firms-2026-09-09-1923-42305,61.37266,-122.93992,330.39,6.4,50,2026-09-09T19:23:00Z,N20,Routine Flare
firms-2026-09-09-1949-42306,24.62439,98.75157,304.32,0.7,50,2026-09-09T19:49:00Z,N20,Routine Flare
firms-2026-09-09-1923-42307,61.36943,-122.94977,333.16,7.55,50,2026-09-09T19:23:00Z,N20,Routine Flare
firms-2026-09-09-1949-42308,24.6265,98.75384,302.43,0.64,50,2026-09-09T19:49:00Z,N20,Routine Flare
firms-2026-09-09-1923-42309,61.36303,-122.96932,328.44,11.28,50,2026-09-09T19:23:00Z,N20,Routine Flare
firms-2026-09-09-1949-42310,24.61345,98.74042,302.9,0.52,50,2026-09-09T19:49:00Z,N20,Routine Flare
firms-2026-09-09-1949-42311,23.99023,79.39095,301.69,0.3,50,2026-09-09T19:49:00Z,N20,Routine Flare
firms-2026-09-09-1923-42312,61.37994,-122.93597,330.36,8.47,50,2026-09-09T19:23:00Z,N20,Routine Flare
firms-2026-09-09-1949-42313,20.99685,86.01331,303.62,0.96,50,2026-09-09T19:49:00Z,N20,Routine Flare
firms-2026-09-09-1923-42314,61.37417,-122.90916,346.57,14.28,50,2026-09-09T19:23:00Z,N20,Routine Flare
firms-2026-09-09-1949-42315,20.96932,86.00875,300.72,1.45,50,2026-09-09T19:49:00Z,N20,Routine Flare
firms-2026-09-09-1923-42316,61.37491,-122.925,329,14.28,50,2026-09-09T19:23:00Z,N20,Routine Flare
firms-2026-09-09-1949-42317,20.96874,86.01279,315.07,1.45,50,2026-09-09T19:49:00Z,N20,Routine Flare
firms-2026-09-09-1923-42318,61.37163,-122.93488,332.28,12.49,50,2026-09-09T19:23:00Z,N20,Routine Flare
firms-2026-09-09-1949-42319,20.96356,86.04891,305.05,0.96,50,2026-09-09T19:49:00Z,N20,Routine Flare
firms-2026-09-09-1923-42320,61.36835,-122.9447,337.92,12.49,50,2026-09-09T19:23:00Z,N20,Routine Flare
firms-2026-09-09-1923-42321,61.37895,-122.93095,325.18,9.47,50,2026-09-09T19:23:00Z,N20,Routine Flare
firms-2026-09-09-1949-42322,21.37871,81.67982,311.13,1.83,50,2026-09-09T19:49:00Z,N20,Routine Flare
firms-2026-09-09-1923-42323,61.37568,-122.94081,330.3,7.04,50,2026-09-09T19:23:00Z,N20,Routine Flare
firms-2026-09-09-1949-42324,21.37868,81.6424,304.14,1.57,50,2026-09-09T19:49:00Z,N20,Routine Flare
firms-2026-09-09-1923-42325,61.37241,-122.95061,331.4,7.04,50,2026-09-09T19:23:00Z,N20,Routine Flare
firms-2026-09-09-1951-42326,21.33862,78.9693,299.34,0.51,50,2026-09-09T19:51:00Z,N20,Routine Flare
firms-2026-09-09-1951-42327,21.24455,79.22285,301.52,0.6,50,2026-09-09T19:51:00Z,N20,Routine Flare
firms-2026-09-09-1951-42328,21.24932,79.21028,297.66,0.2,50,2026-09-09T19:51:00Z,N20,Routine Flare
firms-2026-09-09-1951-42329,21.24792,79.22346,297.36,0.17,50,2026-09-09T19:51:00Z,N20,Routine Flare
firms-2026-09-09-1951-42330,19.93735,73.71233,297.17,1.53,50,2026-09-09T19:51:00Z,N20,Routine Flare
firms-2026-09-09-1951-42331,17.60981,83.20297,303.16,1.45,50,2026-09-09T19:51:00Z,N20,Routine Flare
firms-2026-09-09-1951-42332,17.49954,78.72286,313.78,0.85,50,2026-09-09T19:51:00Z,N20,Routine Flare
firms-2026-09-09-1951-42333,15.22659,76.76077,300.97,0.86,50,2026-09-09T19:51:00Z,N20,Routine Flare
firms-2026-09-09-1951-42334,15.18477,76.67609,310.65,1.82,50,2026-09-09T19:51:00Z,N20,Routine Flare
firms-2026-09-09-1951-42335,15.17955,76.67152,308.25,2.83,50,2026-09-09T19:51:00Z,N20,Routine Flare
firms-2026-09-09-1951-42336,15.17564,76.65512,307.47,2.56,50,2026-09-09T19:51:00Z,N20,Routine Flare
firms-2026-09-09-1951-42337,15.13567,76.70631,298.6,0.76,50,2026-09-09T19:51:00Z,N20,Routine Flare
firms-2026-09-09-1951-42338,15.07439,76.86469,298.28,0.77,50,2026-09-09T19:51:00Z,N20,Routine Flare
firms-2026-09-09-1953-42339,13.71126,79.61852,305.38,3.27,50,2026-09-09T19:53:00Z,N20,Routine Flare
firms-2026-09-09-1953-42340,13.0127,77.39949,303.21,0.43,50,2026-09-09T19:53:00Z,N20,Routine Flare
firms-2026-09-09-1953-42341,12.62486,79.78773,304.61,1.16,50,2026-09-09T19:53:00Z,N20,Routine Flare
firms-2026-09-09-1953-42342,12.62527,79.79002,304.85,2.05,50,2026-09-09T19:53:00Z,N20,Routine Flare
firms-2026-09-09-1953-42343,12.80645,77.43263,305.04,0.43,50,2026-09-09T19:53:00Z,N20,Routine Flare
firms-2026-09-09-1953-42344,12.74513,77.61879,310.22,0.85,50,2026-09-09T19:53:00Z,N20,Routine Flare
firms-2026-09-09-2051-42345,18.91422,-103.82137,329.08,1.88,50,2026-09-09T20:51:00Z,N20,Routine Flare
firms-2026-09-09-2059-42346,45.80195,-106.11929,342.68,7.72,50,2026-09-09T20:59:00Z,N20,Routine Flare
firms-2026-09-09-2051-42347,19.00569,-104.25587,367,4.42,50,2026-09-09T20:51:00Z,N20,Industrial Fire
firms-2026-09-09-2059-42348,44.75195,-121.16754,342.3,1.79,50,2026-09-09T20:59:00Z,N20,Routine Flare
firms-2026-09-09-2053-42349,21.42843,-104.2206,342.72,8.64,50,2026-09-09T20:53:00Z,N20,Routine Flare
firms-2026-09-09-2059-42350,44.70253,-123.0967,327.21,0.69,50,2026-09-09T20:59:00Z,N20,Routine Flare
firms-2026-09-09-2059-42351,44.71986,-123.09734,343.33,8.32,50,2026-09-09T20:59:00Z,N20,Routine Flare
firms-2026-09-09-2053-42352,21.42802,-104.22472,350.94,8.98,50,2026-09-09T20:53:00Z,N20,Routine Flare
firms-2026-09-09-2059-42353,46.06414,-116.06968,343.64,7.42,50,2026-09-09T20:59:00Z,N20,Routine Flare
firms-2026-09-09-2053-42354,21.42953,-104.2245,356.28,9.05,50,2026-09-09T20:53:00Z,N20,Routine Flare
firms-2026-09-09-2059-42355,46.06925,-116.0574,337.3,59.83,50,2026-09-09T20:59:00Z,N20,Industrial Fire
firms-2026-09-09-2053-42356,22.87688,-105.78043,339.02,2.4,50,2026-09-09T20:53:00Z,N20,Routine Flare
firms-2026-09-09-2059-42357,46.06857,-116.06396,367,124.99,50,2026-09-09T20:59:00Z,N20,Industrial Fire
firms-2026-09-09-2053-42358,22.87637,-105.78239,331,1.46,50,2026-09-09T20:53:00Z,N20,Routine Flare
firms-2026-09-09-2059-42359,46.07234,-116.06456,367,124.99,50,2026-09-09T20:59:00Z,N20,Industrial Fire
firms-2026-09-09-2059-42360,46.07301,-116.05814,338.94,59.83,50,2026-09-09T20:59:00Z,N20,Industrial Fire
firms-2026-09-09-2059-42361,46.07169,-116.07085,353.94,124.99,50,2026-09-09T20:59:00Z,N20,Industrial Fire
firms-2026-09-09-2059-42362,46.06344,-116.14989,341.13,12.46,50,2026-09-09T20:59:00Z,N20,Routine Flare
firms-2026-09-09-2059-42363,46.10322,-116.2781,345.23,9.02,50,2026-09-09T20:59:00Z,N20,Routine Flare
firms-2026-09-09-2059-42364,46.10253,-116.28458,345.68,6.11,50,2026-09-09T20:59:00Z,N20,Routine Flare
firms-2026-09-09-2059-42365,46.14648,-116.27512,338.73,13.23,50,2026-09-09T20:59:00Z,N20,Routine Flare
firms-2026-09-09-2059-42366,46.1502,-116.27594,335.85,13.23,50,2026-09-09T20:59:00Z,N20,Routine Flare
firms-2026-09-09-2059-42367,45.22773,-123.16297,345.28,7.52,50,2026-09-09T20:59:00Z,N20,Routine Flare
firms-2026-09-09-2059-42368,46.2799,-116.42455,336.34,4.36,50,2026-09-09T20:59:00Z,N20,Routine Flare
firms-2026-09-09-2059-42369,46.28431,-116.41887,333.62,99.7,50,2026-09-09T20:59:00Z,N20,Industrial Fire
firms-2026-09-09-2059-42370,46.28732,-116.42611,367,99.7,50,2026-09-09T20:59:00Z,N20,Industrial Fire
firms-2026-09-09-2059-42371,46.28802,-116.41966,327.44,99.7,50,2026-09-09T20:59:00Z,N20,Industrial Fire
firms-2026-09-09-2059-42372,46.28664,-116.43249,338.75,119.6,50,2026-09-09T20:59:00Z,N20,Industrial Fire
firms-2026-09-09-2059-42373,46.27509,-116.57345,328.19,3.86,50,2026-09-09T20:59:00Z,N20,Routine Flare
firms-2026-09-09-2059-42374,46.27946,-116.56796,337.66,5.04,50,2026-09-09T20:59:00Z,N20,Routine Flare
firms-2026-09-09-2059-42375,46.27878,-116.57423,341.19,3.86,50,2026-09-09T20:59:00Z,N20,Routine Flare
firms-2026-09-09-2059-42376,46.39335,-116.04168,337.36,23.84,50,2026-09-09T20:59:00Z,N20,Industrial Fire
firms-2026-09-09-2059-42377,46.39781,-116.03586,347.39,23.84,50,2026-09-09T20:59:00Z,N20,Industrial Fire
firms-2026-09-09-2059-42378,46.39712,-116.0425,339.99,23.84,50,2026-09-09T20:59:00Z,N20,Industrial Fire
firms-2026-09-09-2059-42379,46.40158,-116.03665,345.85,11.65,50,2026-09-09T20:59:00Z,N20,Routine Flare
firms-2026-09-09-2059-42380,46.39703,-116.26455,331.32,5.28,50,2026-09-09T20:59:00Z,N20,Routine Flare
firms-2026-09-09-2059-42381,46.38446,-116.45397,339.1,92.95,50,2026-09-09T20:59:00Z,N20,Industrial Fire
firms-2026-09-09-2059-42382,46.38377,-116.46038,348.36,49.47,50,2026-09-09T20:59:00Z,N20,Industrial Fire
firms-2026-09-09-2059-42383,46.38308,-116.46684,350.46,49.47,50,2026-09-09T20:59:00Z,N20,Industrial Fire
firms-2026-09-09-2059-42384,46.38238,-116.4733,334.23,6.97,50,2026-09-09T20:59:00Z,N20,Routine Flare
firms-2026-09-09-2059-42385,46.38747,-116.46123,336.5,45.53,50,2026-09-09T20:59:00Z,N20,Industrial Fire
firms-2026-09-09-2059-42386,46.38678,-116.46772,342.78,45.53,50,2026-09-09T20:59:00Z,N20,Industrial Fire
firms-2026-09-09-2059-42387,46.54254,-116.49158,333.85,6.66,50,2026-09-09T20:59:00Z,N20,Routine Flare
firms-2026-09-09-2059-42388,46.54186,-116.49805,334.58,5.59,50,2026-09-09T20:59:00Z,N20,Routine Flare
firms-2026-09-09-2059-42389,46.54627,-116.4922,333.66,11.14,50,2026-09-09T20:59:00Z,N20,Routine Flare
firms-2026-09-09-2059-42390,46.54557,-116.49881,350.74,40.67,50,2026-09-09T20:59:00Z,N20,Industrial Fire
firms-2026-09-09-2059-42391,47.48841,-107.51649,339.26,5.27,50,2026-09-09T20:59:00Z,N20,Routine Flare
firms-2026-09-09-2059-42392,47.23748,-117.4776,338.71,5.82,50,2026-09-09T20:59:00Z,N20,Routine Flare
firms-2026-09-09-2101-42393,47.84266,-120.56437,350.2,13.59,50,2026-09-09T21:01:00Z,N20,Routine Flare
firms-2026-09-09-2101-42394,47.84195,-120.56949,333.92,4.79,50,2026-09-09T21:01:00Z,N20,Routine Flare
firms-2026-09-09-2101-42395,47.87962,-120.34566,344.61,30.04,50,2026-09-09T21:01:00Z,N20,Industrial Fire
firms-2026-09-09-2101-42396,47.88359,-120.34183,330.48,31.94,50,2026-09-09T21:01:00Z,N20,Industrial Fire
firms-2026-09-09-2101-42397,47.88291,-120.34687,338.44,31.94,50,2026-09-09T21:01:00Z,N20,Industrial Fire
firms-2026-09-09-2101-42398,47.88689,-120.34302,340.86,31.94,50,2026-09-09T21:01:00Z,N20,Industrial Fire
firms-2026-09-09-2101-42399,47.88551,-120.35316,351.83,17.61,50,2026-09-09T21:01:00Z,N20,Industrial Fire
firms-2026-09-09-2101-42400,47.88928,-120.56537,345.6,7.84,50,2026-09-09T21:01:00Z,N20,Routine Flare
firms-2026-09-09-2101-42401,48.07381,-120.61864,348.94,9.98,50,2026-09-09T21:01:00Z,N20,Routine Flare
firms-2026-09-09-2101-42402,48.07371,-120.83298,325.53,2.12,50,2026-09-09T21:01:00Z,N20,Routine Flare
firms-2026-09-09-2101-42403,48.35841,-120.84946,344.29,8.77,50,2026-09-09T21:01:00Z,N20,Routine Flare
firms-2026-09-09-2101-42404,48.36179,-120.85006,333.61,8.77,50,2026-09-09T21:01:00Z,N20,Routine Flare
firms-2026-09-09-2101-42405,48.36589,-120.84551,346.55,4.78,50,2026-09-09T21:01:00Z,N20,Routine Flare
firms-2026-09-09-2101-42406,48.36517,-120.85072,329.99,4.78,50,2026-09-09T21:01:00Z,N20,Routine Flare
firms-2026-09-09-2101-42407,48.37222,-120.82495,339.25,6.36,50,2026-09-09T21:01:00Z,N20,Routine Flare
firms-2026-09-09-2101-42408,48.37074,-120.83558,331.53,4.5,50,2026-09-09T21:01:00Z,N20,Routine Flare
firms-2026-09-09-2101-42409,49.98008,-112.75772,340.2,6.35,50,2026-09-09T21:01:00Z,N20,Routine Flare
firms-2026-09-09-2104-42410,61.35897,-122.67865,336.92,7.33,50,2026-09-09T21:04:00Z,N20,Routine Flare
firms-2026-09-09-2104-42411,61.35807,-122.68751,336.95,5.79,50,2026-09-09T21:04:00Z,N20,Routine Flare
firms-2026-09-09-2104-42412,61.35716,-122.69636,331.22,5.79,50,2026-09-09T21:04:00Z,N20,Routine Flare
firms-2026-09-09-2104-42413,61.35354,-122.73179,333.53,4.02,50,2026-09-09T21:04:00Z,N20,Routine Flare
firms-2026-09-09-2104-42414,61.36258,-122.68028,333.71,5.4,50,2026-09-09T21:04:00Z,N20,Routine Flare
firms-2026-09-09-2104-42415,61.36169,-122.68913,331.58,4.92,50,2026-09-09T21:04:00Z,N20,Routine Flare
firms-2026-09-09-2104-42416,61.36077,-122.698,335.66,4.92,50,2026-09-09T21:04:00Z,N20,Routine Flare
firms-2026-09-09-2104-42417,61.3586,-122.97337,348.36,11.25,50,2026-09-09T21:04:00Z,N20,Routine Flare
firms-2026-09-09-2104-42418,61.35769,-122.98201,341.44,9.92,50,2026-09-09T21:04:00Z,N20,Routine Flare
firms-2026-09-09-2104-42419,61.36219,-122.97498,352.87,10.81,50,2026-09-09T21:04:00Z,N20,Routine Flare
firms-2026-09-09-2104-42420,61.36128,-122.98363,338.08,5.49,50,2026-09-09T21:04:00Z,N20,Routine Flare
firms-2026-09-09-2104-42421,61.35946,-123.00095,330.56,4.47,50,2026-09-09T21:04:00Z,N20,Routine Flare
firms-2026-09-09-2104-42422,61.36942,-122.94204,332,7.55,50,2026-09-09T21:04:00Z,N20,Routine Flare
firms-2026-09-09-2104-42423,61.3685,-122.95068,329.36,6.23,50,2026-09-09T21:04:00Z,N20,Routine Flare
firms-2026-09-09-2104-42424,61.36578,-122.97659,344.63,10.81,50,2026-09-09T21:04:00Z,N20,Routine Flare
firms-2026-09-09-2104-42425,61.36486,-122.98524,335.15,5.49,50,2026-09-09T21:04:00Z,N20,Routine Flare
firms-2026-09-09-2104-42426,61.36396,-122.9939,333.35,5.49,50,2026-09-09T21:04:00Z,N20,Routine Flare
firms-2026-09-09-2104-42427,61.36304,-123.00256,334.1,4.47,50,2026-09-09T21:04:00Z,N20,Routine Flare
firms-2026-09-09-2104-42428,61.37661,-122.90932,330.34,5.78,50,2026-09-09T21:04:00Z,N20,Routine Flare
firms-2026-09-09-2104-42429,61.373,-122.94368,335.36,7.05,50,2026-09-09T21:04:00Z,N20,Routine Flare
firms-2026-09-09-2104-42430,61.37209,-122.95229,329.03,3.87,50,2026-09-09T21:04:00Z,N20,Routine Flare
firms-2026-09-09-2104-42431,61.36846,-122.98686,336.77,7.98,50,2026-09-09T21:04:00Z,N20,Routine Flare
